P00514	DP00707r003_495-740
P00514	DP00013r003_132-165
P00514	DP00159r002_812-884
P00514	DP00794r003_147-345
P00514	DP02197r001_24-58
P00514	DP01534r003_1141-1300
P00514	DP01047r005_56-205
P00514	DP01958r001_1-11
P00514	DP00343r003_1018-1088
P00514	DP00674r002_2-155
P00514	DP00666r012_1144-1257
P00514	DP01166r002_29-168
P00514	DP01608r002_31-56
P00514	DP00928r030_37-72
P00514	DP01201r007_60-147
P00514	DP00917r003_127-141
P00514	DP01849r004_378-391
P00514	DP00278r016_346-382
P00514	DP00086r049_359-367
P00514	DP00700r008_1-404
P00514	DP00024r008_21-37
P00514	DP00087r011_413-490
P00514	DP01551r001_97-108
P00514	DP00407r001_124-158
P00514	DP01436r003_423-487
P00514	DP00999r004_119-260
P00514	DP00260r015_1-143
P00514	DP00808r002_1-51
P00514	DP00103r001_1-32
P00514	DP00700r013_1-404
P00514	DP00530r003_1-168
P00514	DP01557r001_25-210
P00514	DP00219r001_1-126
P00514	DP00028r034_51-66
P00514	DP00795r016_14-30
P00514	DP01024r005_2148-2163
P00514	DP02772r020_527-541
P00514	DP00177r003_879-961
P00514	DP00092r014_390-414
P00514	DP01014r004_1-89
P00514	DP01074r003_1-86
P00514	DP00588r006_1-82
P00514	DP00600r002_45-103
P00514	DP01526r003_221-231
P00514	DP02858r001_844-876
P00514	DP00342r012_32-47
P00514	DP00669r003_26-96
P00514	DP01445r001_171-450
P00514	DP00251r004_144-575
P00514	DP02254r001_213-228
P00514	DP01785r002_1-125
P00514	DP01119r002_692-781
P00514	DP00288r046_51-73
P00514	DP01488r001_1-83
P00514	DP00111r004_244-301
P00514	DP00137r004_50-65
P00514	DP01243r002_93-111
P00514	DP00118r006_407-431
P00514	DP01740r001_44-59
P00514	DP00427r004_541-557
P00514	DP00205r007_1-117
P00514	DP02117r004_21-58
P00514	DP00005r008_1-107
P00514	DP00833r003_58-83
P00514	DP00060r005_192-229
P00514	DP01969r005_1-200
P00514	DP01961r002_43-95
P00514	DP01503r002_192-265
P00514	DP00815r010_1-11
P00514	DP01424r001_1-117
P00514	DP00135r002_1-167
P00514	DP00570r003_119-128
P00514	DP01047r001_56-205
P00514	DP00174r003_1-149
P00514	DP01450r001_1-318
P00514	DP00015r007_1-76
P00514	DP00641r001_1-31
P00514	DP00118r008_407-431
P00514	DP00718r009_9-111
P00514	DP00527r005_1-70
P00514	DP01400r001_49-62
P00514	DP00007r002_1-42
P00514	DP01999r012_155-186
P00514	DP00697r021_400-532
P00514	DP01076r007_1-640
P00514	DP02327r005_119-190
P00514	DP01324r001_1385-1398
P00514	DP01094r002_23-52
P00514	DP00646r001_251-355
P00514	DP00269r002_1350-1507
P00514	DP00238r004_103-1646
P00514	DP01965r004_44-64
P00514	DP02930r005_1-18
P00514	DP01560r003_55-91
P00514	DP00588r008_1-82
P00514	DP00070r017_1-140
P00514	DP00387r007_1-116
P00514	DP00033r004_270-620
P00514	DP02772r019_319-332
P00514	DP00653r001_799-814
P00514	DP00640r003_400-525
P00514	DP02340r013_110-215
P00514	DP00997r006_111-159
P00514	DP00378r009_153-215
P00514	DP02678r001_188-198
P00514	DP00824r008_23-53
P00514	DP02772r033_437-508
P00514	DP00835r001_1-54
P00514	DP01748r011_783-787
P00514	DP00524r006_1155-1187
P00514	DP01430r001_77-99
P00514	DP00097r002_1-30
P00514	DP01139r003_129-160
P00514	DP02518r005_170-196
P00514	DP00101r005_468-481
P00514	DP02858r006_870-879
P00514	DP00086r058_376-386
P00514	DP01852r003_1-172
P00514	DP01440r002_12-28
P00514	DP00356r008_258-269
P00514	DP00546r007_1-129
P00514	DP00706r005_60-171
P00514	DP01789r003_1-136
P00514	DP01817r005_730-746
P00514	DP01493r003_185-214
P00514	DP01152r001_544-725
P00514	DP01054r002_1-67
P00514	DP00020r016_594-674
P00514	DP01026r004_2188-2212
P00514	DP01848r005_735-769
P00514	DP00839r006_253-285
P00514	DP01777r002_22-329
P00514	DP02521r002_950-959
P00514	DP02094r003_101-115
P00514	DP02033r001_1-43
P00514	DP00937r001_144-225
P00514	DP02345r003_1-198
P00514	DP00250r043_19-212
P00514	DP01887r002_672-687
P00514	DP01641r005_200-219
P00514	DP00948r030_1-44
P00514	DP00697r019_400-532
P00514	DP00672r004_90-150
P00514	DP00800r001_512-523
P00514	DP01139r007_173-204
P00514	DP01025r006_1-107
P00514	DP01076r009_1-640
P00514	DP02613r005_554-563
P00514	DP00930r001_1-227
P00514	DP00623r006_174-216
P00514	DP00420r001_1-600
P00514	DP00895r001_1-102
P00514	DP00709r009_1-63
P00514	DP00661r004_1-105
P00514	DP01808r003_90-120
P00514	DP00298r003_28-80
P00514	DP01524r001_1-41
P00514	DP00718r020_112-174
P00514	DP02690r003_197-234
P00514	DP02525r001_1-224
P00514	DP00207r005_628-843
P00514	DP00473r004_490-593
P00514	DP01833r006_15-32
P00514	DP01588r003_301-322
P00514	DP00356r002_220-269
P00514	DP00343r002_1018-1088
P00514	DP00571r018_146-157
P00514	DP01817r003_480-514
P00514	DP00133r017_1-230
P00514	DP00537r001_1-119
P00514	DP00874r003_353-379
P00514	DP02340r014_110-215
P00514	DP02000r004_242-358
P00514	DP01843r001_1-25
P00514	DP01496r001_117-131
P00514	DP01228r001_1-101
P00514	DP00978r004_127-193
P00514	DP00795r005_1-44
P00514	DP00571r019_146-157
P00514	DP01280r005_672-711
P00514	DP01488r010_1-83
P00514	DP00849r001_1-32
P00514	DP00301r023_9-24
P00514	DP00328r004_310-335
P00514	DP01542r001_1-566
P00514	DP00815r017_170-206
P00514	DP00353r004_1-90
P00514	DP00347r015_1-21
P00514	DP01635r001_40-50
P00514	DP02291r004_456-490
P00514	DP00347r009_1-87
P00514	DP00697r020_400-532
P00514	DP01869r001_21-39
P00514	DP00840r002_187-205
P00514	DP01478r001_304-317
P00514	DP00521r006_1-202
P00514	DP01478r004_458-469
P00514	DP01498r002_47-117
P00514	DP00629r021_402-524
P00514	DP01033r003_1-92
P00514	DP01082r012_1119-1165
P00514	DP01833r007_12-28
P00514	DP00092r009_469-486
P00514	DP01047r004_56-205
P00514	DP00133r024_1-50
P00514	DP01195r002_299-351
P00514	DP00697r007_400-532
P00514	DP01093r006_216-250
P00514	DP01171r002_201-268
P00514	DP02946r002_278-314
P00514	DP00575r004_146-161
P00514	DP00666r006_1144-1257
P00514	DP01175r002_233-333
P00514	DP00135r003_1-167
P00514	DP00605r002_109-135
P00514	DP00689r001_1-186
P00514	DP00345r002_884-953
P00514	DP02795r002_59-76
P00514	DP00948r024_175-179
P00514	DP00700r001_1-404
P00514	DP01055r003_1-103
P00514	DP00159r008_812-884
P00514	DP00718r031_238-278
P00514	DP02772r021_319-332
P00514	DP00543r021_1-63
P00514	DP02545r003_1-62
P00514	DP00052r003_18-302
P00514	DP00897r012_339-364
P00514	DP01776r003_1-211
P00514	DP00082r005_393-490
P00514	DP00448r003_1104-1164
P00514	DP00652r003_127-142
P00514	DP00145r003_1-27
P00514	DP01987r001_200-224
P00514	DP00060r006_192-229
P00514	DP00615r012_2221-2314
P00514	DP00948r036_343-402
P00514	DP00985r001_217-305
P00514	DP00260r004_1-167
P00514	DP02930r002_1-18
P00514	DP00423r003_171-258
P00514	DP00028r009_47-66
P00514	DP01228r010_1-101
P00514	DP00928r031_46-71
P00514	DP01192r017_305-377
P00514	DP00858r004_24-44
P00514	DP00543r018_1-63
P00514	DP00954r003_483-504
P00514	DP01951r002_1-14
P00514	DP00492r015_142-485
P00514	DP01043r004_2-31
P00514	DP02735r009_2-33
P00514	DP01490r001_553-685
P00514	DP02878r002_1-63
P00514	DP00079r003_1-103
P00514	DP00667r004_1-185
P00514	DP01565r003_1-112
P00514	DP00699r010_1-406
P00514	DP02209r003_168-335
P00514	DP01498r001_47-117
P00514	DP01126r002_28-233
P00514	DP02901r004_44-88
P00514	DP01025r004_1-107
P00514	DP01087r007_1-101
P00514	DP01733r003_68-92
P00514	DP00531r021_61-115
P00514	DP00243r002_168-179
P00514	DP02138r008_184-214
P00514	DP00693r002_2-173
P00514	DP00640r005_400-525
P00514	DP01870r002_22-102
P00514	DP00934r011_1-76
P00514	DP01542r004_632-656
P00514	DP00364r005_171-181
P00514	DP01102r005_508-526
P00514	DP02503r001_31-280
P00514	DP00849r002_62-73
P00514	DP00662r006_339-462
P00514	DP00607r007_42-86
P00514	DP01760r001_38-48
P00514	DP00092r036_373-468
P00514	DP00159r028_812-884
P00514	DP00521r008_1-202
P00514	DP01087r003_1-101
P00514	DP00070r034_1-102
P00514	DP00329r001_1-25
P00514	DP01192r008_328-361
P00514	DP01999r003_67-98
P00514	DP01594r005_182-266
P00514	DP00543r001_1-29
P00514	DP01228r006_1-101
P00514	DP02772r015_621-637
P00514	DP00872r001_328-377
P00514	DP00608r012_59-129
P00514	DP02960r002_410-472
P00514	DP00835r002_104-164
P00514	DP02004r006_674-1080
P00514	DP00521r002_1-202
P00514	DP00958r005_2-21
P00514	DP00896r001_1-187
P00514	DP00195r005_1-89
P00514	DP01654r003_301-320
P00514	DP01467r001_1732-1811
P00514	DP01173r004_20-138
P00514	DP00299r008_16-29
P00514	DP00685r019_21-44
P00514	DP00091r003_181-265
P00514	DP01875r001_142-221
P00514	DP00365r004_19-147
P00514	DP01643r001_1-10
P00514	DP01619r001_56-69
P00514	DP00877r014_21-51
P00514	DP00006r007_1-104
P00514	DP02233r002_377-482
P00514	DP01616r003_372-484
P00514	DP01150r016_27-91
P00514	DP00123r006_421-458
P00514	DP00622r014_77-88
P00514	DP01100r006_244-369
P00514	DP02772r035_16-21
P00514	DP00461r030_40-76
P00514	DP00709r006_1-63
P00514	DP00630r002_1-127
P00514	DP01874r001_288-348
P00514	DP01491r001_346-379
P00514	DP00699r031_1-406
P00514	DP00207r013_816-850
P00514	DP00214r001_1-314
P00514	DP00195r011_1-89
P00514	DP00033r003_270-620
P00514	DP01071r001_1-422
P00514	DP01618r006_103-117
P00514	DP00670r003_175-184
P00514	DP00016r001_1-164
P00514	DP00378r006_153-215
P00514	DP00999r006_119-260
P00514	DP02584r002_680-780
P00514	DP00917r002_92-103
P00514	DP00533r002_216-549
P00514	DP00256r001_1-110
P00514	DP00546r003_1-129
P00514	DP02332r002_1-257
P00514	DP02508r001_304-585
P00514	DP00473r001_490-593
P00514	DP01030r008_136-155
P00514	DP00625r008_80-195
P00514	DP01604r003_1-19
P00514	DP00447r008_1-118
P00514	DP00347r018_46-78
P00514	DP03020r001_18-56
P00514	DP00026r009_455-494
P00514	DP02484r001_1-244
P00514	DP01070r005_490-568
P00514	DP01805r003_1-165
