P02511	P09132
P02511	P06709
P02511	P35638
P02511	O67086
P02511	Q06696
P02511	O75112-6
P02511	P40316
P02511	Q00955
P02511	P08240
P02511	P41352
P02511	Q9UJX5
P02511	Q03611
P02511	P31751
P02511	P32120
P02511	P85800
P02511	P63277
P02511	P0A6X3
P02511	Q9UBK2
P02511	P09429
P02511	Q05158
P02511	D6PZY5
P02511	Q9NVS9
P02511	Q27974
P02511	O95843
P02511	Q3LS93
P02511	P03347
P02511	P40136
P02511	Q86FP9
P02511	Q01970
P02511	P63158
P02511	P10636-8
P02511	P22121
P02511	P52298
P02511	P04637
P02511	Q14118
P02511	P60006
P02511	P0AFG8
P02511	P02788
P02511	Q9HKT1
P02511	Q9MAA7
P02511	Q99P68
P02511	Q99LJ8
P02511	O89339
P02511	P35637
P02511	Q7LKB1
P02511	P02671
P02511	P08592
P02511	Q55DL0
P02511	Q0JRZ9
P02511	O08807
P02511	O55000
P02511	A0A0H3GD84
P02511	P48539
P02511	Q9BUL9
P02511	O30916
P02511	P40855
P02511	P49757
P02511	P0AFZ3
P02511	Q86WV6
P02511	P42758
P02511	Q9Y6K9
P02511	P02640
P02511	P02533
P02511	Q9DCL8
P02511	Q14653
P02511	P06400
P02511	Q20MD5
P02511	O43602
P02511	P01555
P02511	P11473
P02511	Q9M4V2
P02511	P69490
P02511	O60888
P02511	B0FRH7
P02511	P20963
P02511	P55735
P02511	Q6QCC2
P02511	P53999
P02511	Q9YIJ1
P02511	P37455
P02511	P04325
P02511	Q9BP38
P02511	P26477
P02511	Q9S446
P02511	Q6MRH6
P02511	O43806
P02511	Q96PY5
P02511	E6PBU9
P02511	Q05193
P02511	Q13451
P02511	Q27934
P02511	E1BSW7
P02511	P30307
P02511	Q9SU24
P02511	O55778
P02511	P36100
P02511	Q13740
P02511	P36595
P02511	Q868N5
P02511	Q8WXE9
P02511	P76063
P02511	P05318
P02511	Q61337
P02511	Q5NJL5
P02511	P0ADV9
P02511	Q9UKT4
P02511	Q9C000
P02511	P05769
P02511	P10686
P02511	Q9UQC2
P02511	Q01097
P02511	A8CDV5
P02511	P02283
P02511	P09983
P02511	Q80VW5
P02511	O25010
P02511	Q9ZPI5
P02511	P19250
P02511	Q9UBT2
P02511	F2Z293
P02511	P15865
P02511	Q99IB8
P02511	P78504
P02511	P41851
P02511	F2WK69
P02511	P0CE48
P02511	P15309
P02511	Q9C1S9
P02511	Q06628
P02511	Q8WV28
P02511	Q8IRG6
P02511	Q03132
P02511	P47992
P02511	Q15726
P02511	P42512
P02511	O60828
P02511	P02185
P02511	O60502
P02511	P41814
P02511	Q9SP32
P02511	O94316
P02511	Q8WYP5
P02511	P36894
P02511	O14352
P02511	O88597
P02511	Q9NQI0-2
P02511	Q14061
P02511	P12537
P02511	P9WJA9
P02511	P12823
P02511	P45481
P02511	O13828
P02511	P04859
P02511	P41208
P02511	P37231
P02511	Q15843
P02511	Q8IW19
P02511	Q16143
P02511	Q9IH62
P02511	O95644
P02511	P04083
P02511	P46014
P02511	P35926
P02511	Q26680
P02511	Q9DBZ9
P02511	Q8N726-1
P02511	Q9Z0U4
P02511	Q96IZ0
P02511	Q9BVI0
P02511	O43561
P02511	P00747
P02511	P70429
P02511	O43312
P02511	Q9UKV8
P02511	P38801
P02511	C6KSX0
P02511	P19711
P02511	P0DJ89
P02511	P13255
P02511	Q3UND0
P02511	Q14191
P02511	Q02413
P02511	P04626
P02511	Q82S91
P02511	O08908
P02511	P36152
P02511	P13693
P02511	O54928
P02511	P01730
P02511	P0AG63
P02511	P0A9K9
P02511	Q9L9I0
P02511	P29539
P02511	P63315
P02511	O74499
P02511	Q57565
P02511	P0DMV9
P02511	P21374
P02511	O94907
P02511	Q9VMA3
P02511	P81558
P02511	Q13573
P02511	P27797
P02511	Q92886
P02511	P14448
P02511	P08050
P02511	P17120
P02511	A5YKK6
P02511	P01097
P02511	P0A707
P02511	Q07009
P02511	P20239
P02511	P21736
P02511	G0SCY6
P02511	P27472
P02511	P53905
P02511	N1NXA6
P02511	Q92945
P02511	Q02248
P02511	Q9ES89
P02511	Q07666
P02511	Q16665
P02511	Q15185
P02511	P05221
P02511	Q71FK2
P02511	Q9Y3E7
P02511	P47710
P02511	O89467
P02511	O76074
P02511	Q54BW5
P02511	Q2KIG3
P02511	Q8IV16
P02511	Q07817
P02511	O10609
P02511	Q00780
P02511	Q5XXP4
P02511	A0A0G2JXC5
P02511	Q96GC6
P02511	Q9BP37
P02511	P10121
P02511	P52948
P02511	P07214
P02511	A0A178W0D3
P02511	Q8BH64
P02511	O24172
P02511	B9UCQ5
P02511	Q676U5
P02511	P22239
P02511	P32639
P02511	P06239
P02511	P18564
P02511	P15337
P02511	Q02629
P02511	P39905
P02511	Q09260
P02511	P03714
P02511	O75807
P02511	P07746
P02511	O35625
P02511	P21583
P02511	Q92913
P02511	P05386
P02511	Q38151
P02511	Q02078
P02511	Q9NJS1
P02511	Q13426
P02511	O14974
P02511	A0A0H2ZP82
P02511	P35521
P02511	Q8GY31
P02511	P01106
P02511	P45985
P02511	Q8NQJ3
P02511	Q9UM07
P02511	Q07731
P02511	Q9NR28
P02511	P14653
P02511	P18206-2
P02511	Q9NR61
P02511	P40881
P02511	P34021-2
P02511	P32170
P02511	P49869
P02511	Q12406
P02511	Q47184
P02511	P19594
P02511	P36578
P02511	Q15596
P02511	Q9H211
P02511	P0AGB6
P02511	P16949
