P53378	P15865
P53378	Q99IB8
P53378	P78504
P53378	P41851
P53378	F2WK69
P53378	P0CE48
P53378	P15309
P53378	Q9C1S9
P53378	Q06628
P53378	Q8WV28
P53378	Q8IRG6
P53378	Q03132
P53378	P47992
P53378	Q15726
P53378	P42512
P53378	O60828
P53378	P02185
P53378	O60502
P53378	P41814
P53378	Q9SP32
P53378	O94316
P53378	Q8WYP5
P53378	P36894
P53378	O14352
P53378	O88597
P53378	Q9NQI0-2
P53378	Q14061
P53378	P12537
P53378	P9WJA9
P53378	P12823
P53378	P45481
P53378	O13828
P53378	P04859
P53378	P41208
P53378	P37231
P53378	Q15843
P53378	Q8IW19
P53378	Q16143
P53378	Q9IH62
P53378	O95644
P53378	P04083
P53378	P46014
P53378	P35926
P53378	Q26680
P53378	Q9DBZ9
P53378	Q8N726-1
P53378	Q9Z0U4
P53378	Q96IZ0
P53378	Q9BVI0
P53378	O43561
P53378	P00747
P53378	P70429
P53378	O43312
P53378	Q9UKV8
P53378	P38801
P53378	C6KSX0
P53378	P19711
P53378	P0DJ89
P53378	P13255
P53378	Q3UND0
P53378	Q14191
P53378	Q02413
P53378	P04626
P53378	Q82S91
P53378	O08908
P53378	P36152
P53378	P13693
P53378	O54928
P53378	P01730
P53378	P0AG63
P53378	P0A9K9
P53378	Q9L9I0
P53378	P29539
P53378	P63315
P53378	O74499
P53378	Q57565
P53378	P0DMV9
P53378	P21374
P53378	O94907
P53378	Q9VMA3
P53378	P81558
P53378	Q13573
P53378	P27797
P53378	Q92886
P53378	P14448
P53378	P08050
P53378	P17120
P53378	A5YKK6
P53378	P01097
P53378	P0A707
P53378	Q07009
P53378	P20239
P53378	P21736
P53378	G0SCY6
P53378	P27472
P53378	P53905
P53378	N1NXA6
P53378	Q92945
P53378	Q02248
P53378	Q9ES89
P53378	Q07666
P53378	Q16665
P53378	Q15185
P53378	P05221
P53378	Q71FK2
P53378	Q9Y3E7
P53378	P47710
P53378	O89467
P53378	O76074
P53378	Q54BW5
P53378	Q2KIG3
P53378	Q8IV16
P53378	Q07817
P53378	O10609
P53378	Q00780
P53378	Q5XXP4
P53378	A0A0G2JXC5
P53378	Q96GC6
P53378	Q9BP37
P53378	P10121
P53378	P52948
P53378	P07214
P53378	A0A178W0D3
P53378	Q8BH64
P53378	O24172
P53378	B9UCQ5
P53378	Q676U5
P53378	P22239
P53378	P32639
P53378	P06239
P53378	P18564
P53378	P15337
P53378	Q02629
P53378	P39905
P53378	Q09260
P53378	P03714
P53378	O75807
P53378	P07746
P53378	O35625
P53378	P21583
P53378	Q92913
P53378	P05386
P53378	Q38151
P53378	Q02078
P53378	Q9NJS1
P53378	Q13426
P53378	O14974
